,LIMIT_BAL,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,default.payment.next.month,FLAG_UTIL_RAT1,UTIL_RAT1,UTIL_RAT_AVG,UTIL_RAT_RANGE,UTIL_RAT_MAX,PAY_AMT456,FLAG_PAY_RAT1,PAY_RAT1,PAY_RAT_AVG,PAY_RAT_RANGE,PAY_RAT_MAX
24,90000.0,0,0,0,0,0,0,4744.0,7070.0,0.0,5398.0,6360.0,8292.0,5757.0,0.0,5398.0,0,0,0.05271111111111111,0.059007407407407404,0.09213333333333333,0.09213333333333333,5245.0,1,1.0,0.464153493884028,1.0,1.0
25,50000.0,0,0,0,0,0,0,47620.0,41810.0,36023.0,28967.0,29829.0,30046.0,1973.0,1426.0,1001.0,0,0,0.9524,0.7143166666666666,0.37306000000000006,0.9524,3491.0,0,0.04143130131664602,0.03692352332943061,0.021646827181952346,0.04943385805026236
26,60000.0,1,0,0,0,0,0,0.0,0.0,259.0,0.0,127.0,0.0,0.0,1000.0,0.0,1,0,0.0,0.0010722222222222222,0.004316666666666667,0.004316666666666667,1500.0,0,0.0,0.5,1.0,1.0
27,50000.0,0,0,0,0,0,0,22541.0,16138.0,17163.0,17878.0,18931.0,19617.0,1300.0,1300.0,1000.0,0,0,0.45082,0.37422666666666665,0.12806,0.45082,3512.0,0,0.05767012687427912,0.06413083900640336,0.032312030867367496,0.08389730969293585
28,50000.0,0,0,0,0,0,0,650.0,3415.0,3416.0,2040.0,30430.0,257.0,3415.0,3421.0,2044.0,0,0,0.013,0.13402666666666668,0.60346,0.6086,30687.0,1,1.0,0.601105146370448,1.0,1.0
29,50000.0,0,0,0,0,0,0,15329.0,16575.0,17496.0,17907.0,18375.0,11400.0,1500.0,1500.0,1000.0,0,0,0.30658,0.32360666666666665,0.13949999999999999,0.3675,2600.0,0,0.09784735812133072,0.06473389120164857,0.09784735812133072,0.09784735812133072
30,230000.0,0,0,0,0,0,0,16646.0,17265.0,13266.0,15339.0,14307.0,36923.0,17270.0,13281.0,15339.0,0,0,0.07237391304347826,0.08242463768115943,0.10285652173913044,0.16053478260869566,51599.0,1,1.0,0.7836432160272784,1.0,1.0
31,50000.0,2,0,0,0,0,0,30518.0,29618.0,22102.0,22734.0,23217.0,23680.0,1718.0,1500.0,1000.0,1,0,0.61036,0.50623,0.16832000000000003,0.61036,2716.0,0,0.056292801205806216,0.04491149721537627,0.026057591544052065,0.056292801205806216
32,100000.0,0,0,0,0,0,0,93036.0,84071.0,82880.0,80958.0,78703.0,75589.0,3023.0,3511.0,3302.0,0,0,0.93036,0.825395,0.17447000000000001,0.93036,8908.0,0,0.0324924492406247,0.03790914305245369,0.00926937395853792,0.04176182319916262
33,500000.0,0,0,0,0,0,0,10929.0,4152.0,22722.0,7521.0,71439.0,8981.0,4152.0,22827.0,7521.0,0,0,0.021858,0.04191466666666666,0.134574,0.142878,124002.0,0,0.379871912168344,0.6207649900817093,0.9862681970884658,1.0
34,500000.0,0,0,0,0,0,0,13709.0,5006.0,31130.0,3180.0,0.0,5293.0,5006.0,31178.0,3180.0,0,0,0.027418,0.019439333333333333,0.06226,0.06226,6061.0,0,0.3651349380014588,0.43539230196199724,1.0,1.0
35,160000.0,0,0,0,0,0,0,30265.0,0.0,0.0,0.0,0.0,0.0,131.0,396.0,396.0,0,0,0.18915625,0.031526041666666664,0.18915625,0.18915625,1357.0,0,0.004328289169364964,0.6673880481948942,1.0,1.0
36,280000.0,0,0,0,0,0,0,186503.0,181328.0,180422.0,170410.0,173901.0,177413.0,8026.0,8060.0,6300.0,0,0,0.6660821428571428,0.6368910714285715,0.05747499999999994,0.6660821428571428,19537.0,0,0.04303392956719427,0.03912223165632468,0.009531648791931184,0.044449591626270483
37,60000.0,0,0,0,0,0,0,15054.0,9806.0,11068.0,6026.0,0.0,18660.0,1500.0,1518.0,2043.0,0,0,0.2509,0.16837222222222223,0.311,0.311,48288.0,0,0.09963467286615742,0.24534253278234375,1.0,1.0
38,50000.0,1,0,0,0,0,0,0.0,780.0,0.0,0.0,0.0,0.0,780.0,0.0,0.0,1,0,0.0,0.0026,0.0156,0.0156,0.0,1,1.0,0.16666666666666666,1.0,1.0
39,280000.0,0,0,2,0,0,0,498.0,9075.0,4641.0,9976.0,17976.0,9477.0,9075.0,0.0,9976.0,0,0,0.0017785714285714286,0.03073988095238095,0.062421428571428565,0.0642,18306.0,1,1.0,0.5690148802350489,1.0,1.0
40,360000.0,0,0,0,0,0,0,218668.0,221296.0,206895.0,628699.0,195969.0,179224.0,10000.0,7000.0,6000.0,0,0,0.6074111111111111,0.6398388888888888,0.5021555555555556,1.0,220840.0,0,0.04573121933150104,0.0953210260940246,0.2780475192939539,0.30036583426117386
41,70000.0,0,0,0,0,0,0,67521.0,66999.0,63949.0,63699.0,64718.0,65970.0,3000.0,4500.0,4042.0,0,0,0.9645857142857143,0.9353714285714286,0.05459999999999998,0.9645857142857143,7800.0,0,0.04442996356742988,0.04920093921359422,0.029268740199504213,0.06716417910447761
42,10000.0,0,0,0,0,0,0,1877.0,3184.0,6003.0,3576.0,3670.0,4451.0,1500.0,2927.0,1000.0,0,0,0.1877,0.3793499999999999,0.41259999999999997,0.6003,1800.0,0,0.7987220447284346,0.3921427570924078,0.835126126319864,0.9189952904238619
43,140000.0,0,0,0,0,0,0,59504.0,61544.0,62925.0,64280.0,67079.0,69802.0,3000.0,3000.0,3000.0,0,0,0.4250285714285714,0.4584928571428572,0.07355714285714288,0.4985857142857143,11000.0,0,0.05041593143433325,0.051945162063861045,0.019248690022498814,0.06222678551982701
44,40000.0,0,0,0,2,0,0,18927.0,21295.0,25921.0,25209.0,26636.0,29197.0,3000.0,5000.0,0.0,0,0,0.473175,0.6132708333333334,0.25675000000000003,0.729925,5000.0,0,0.1584953508030431,0.09754001991747441,0.23478587528174305,0.23478587528174305
45,210000.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
46,20000.0,0,0,2,0,0,0,14028.0,16484.0,15800.0,16341.0,16675.0,0.0,3000.0,0.0,16741.0,1,0,0.7014,0.6610666666666667,0.83375,0.83375,334.0,0,0.2138427542946753,0.20571348152698143,1.0,1.0
47,150000.0,0,0,0,0,0,0,4463.0,3034.0,1170.0,1170.0,0.0,0.0,1013.0,1170.0,0.0,1,0,0.029753333333333333,0.01093,0.029753333333333333,0.029753333333333333,0.0,0,0.22692652329749105,0.102071499077863,0.385502471169687,0.385502471169687
48,380000.0,0,0,0,0,0,0,22401.0,21540.0,15134.0,32018.0,11849.0,11873.0,21540.0,15138.0,24677.0,0,0,0.05895,0.050357456140350886,0.05307631578947368,0.0842578947368421,31977.0,0,0.9615212927417195,0.788212956711183,0.6298760111183985,1.0
49,20000.0,0,0,0,0,0,0,17447.0,18479.0,19476.0,19865.0,20480.0,20063.0,1318.0,1315.0,704.0,0,0,0.87235,0.9605583333333333,0.12765000000000004,1.0,2909.0,0,0.0755387436955525,0.05456058458481067,0.03939354679664609,0.0755387436955525
50,70000.0,1,2,2,2,2,0,37042.0,36171.0,38355.0,39423.0,38659.0,39362.0,0.0,3100.0,2000.0,1,0,0.5291714285714286,0.5452666666666667,0.046457142857142864,0.5631857142857143,3000.0,0,0.0,0.03579189549603062,0.08570164768329094,0.08570164768329094
51,100000.0,0,0,0,0,0,0,61559.0,51163.0,43824.0,39619.0,35762.0,33258.0,2000.0,1606.0,1500.0,0,0,0.61559,0.441975,0.28301,0.61559,4500.0,0,0.03248862897985705,0.036765720291294504,0.020412506259478578,0.05047955577990914
52,310000.0,0,0,0,0,0,0,13465.0,7867.0,7600.0,11185.0,3544.0,464.0,7875.0,7600.0,11185.0,0,0,0.04343548387096774,0.023723118279569893,0.041938709677419354,0.04343548387096774,4008.0,0,0.5848061785236893,0.4997428887962521,1.0,1.0
53,180000.0,1,2,0,0,0,0,41402.0,41742.0,42758.0,43510.0,44420.0,45319.0,1300.0,2010.0,1762.0,0,0,0.2300111111111111,0.23995462962962963,0.02176111111111112,0.25177222222222223,5174.0,0,0.03139869091611719,0.03955664619731371,0.01675309501206239,0.04815178592817958
54,150000.0,2,0,0,0,0,0,46224.0,34993.0,31434.0,26518.0,21042.0,16540.0,1600.0,1718.0,1049.0,0,0,0.30816,0.19638999999999998,0.1978933333333333,0.30816,8500.0,0,0.03461330448891293,0.09516062802300906,0.26890873810128496,0.3022791850553171
55,500000.0,0,0,0,0,0,0,1905.0,3640.0,162.0,0.0,151.0,2530.0,3640.0,162.0,0.0,0,0,0.00381,0.002796,0.00728,0.00728,2681.0,1,1.0,0.5074155451798956,1.0,1.0
56,180000.0,0,0,0,0,0,0,16386.0,15793.0,8441.0,7142.0,0.0,8321.0,8500.0,1500.0,7500.0,0,0,0.09103333333333333,0.0519287037037037,0.09103333333333333,0.09103333333333333,11679.0,0,0.518703850613291,0.4729127726584515,0.9050272255286818,1.0
57,180000.0,0,0,0,0,0,0,175886.0,173440.0,172308.0,168608.0,132202.0,129918.0,8083.0,7296.0,5253.0,0,0,0.9771444444444445,0.8818166666666668,0.2553777777777778,0.9771444444444445,13430.0,0,0.04595564197467692,0.03545613866526145,0.017404378400371873,0.04595564197467692
58,200000.0,0,3,2,2,2,2,1587.0,1098.0,782.0,1166.0,700.0,1414.0,0.0,0.0,700.0,0,0,0.007935,0.0056225,0.004435,0.007935,1200.0,0,0.0,0.3156662409535973,1.0,1.0
59,400000.0,0,0,0,0,0,0,400134.0,398857.0,404205.0,360199.0,356656.0,364089.0,17000.0,15029.0,30000.0,0,1,1.0,0.9499170833333332,0.10836000000000001,1.0,47000.0,0,0.042485661089382336,0.04741951825889634,0.040904756007516,0.07421958110468424
60,500000.0,0,0,0,0,0,0,22848.0,23638.0,18878.0,14937.0,13827.0,15571.0,1516.0,1300.0,1000.0,1,0,0.045696,0.03656633333333334,0.019621999999999997,0.047276,5000.0,0,0.06634863670182503,0.0857207509100374,0.09166516853681231,0.1446340757882557
61,70000.0,0,0,0,0,0,0,70800.0,72060.0,69938.0,16518.0,14096.0,830.0,4025.0,2095.0,1000.0,0,1,1.0,0.5747190476190477,0.9881428571428571,1.0,5000.0,0,0.056849479527125324,0.07235069758654263,0.21281123643328367,0.21281123643328367
62,50000.0,2,2,2,2,2,2,24987.0,24300.0,26591.0,25865.0,27667.0,28264.0,0.0,2700.0,0.0,1,0,0.49974,0.52558,0.07928000000000002,0.56528,3425.0,0,0.0,0.040083033477901785,0.11110653882556273,0.11110653882556273
63,50000.0,0,0,0,0,0,0,28718.0,29166.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,1,0,0.57436,0.19294666666666668,0.58332,0.58332,0.0,0,0.03482015390508026,0.005803358984180044,0.03482015390508026,0.03482015390508026
64,130000.0,0,0,0,0,0,0,99.0,0.0,0.0,0.0,2353.0,0.0,0.0,0.0,0.0,0,0,0.0007615384615384615,0.003143589743589744,0.0181,0.0181,2353.0,0,0.0,0.16666666666666666,1.0,1.0
65,200000.0,0,0,0,0,2,2,152519.0,148751.0,144076.0,8174.0,8198.0,7918.0,0.0,0.0,8222.0,1,0,0.762595,0.3913633333333333,0.723005,0.762595,1300.0,0,0.0,0.03667375426977296,0.12627857052658165,0.12627857052658165
66,10000.0,2,2,2,0,0,0,2097.0,4193.0,3978.0,4062.0,4196.0,4326.0,2300.0,0.0,150.0,1,0,0.2097,0.38086666666666663,0.2229,0.4326,560.0,1,1.0,0.19525880513293614,1.0,1.0
67,210000.0,2,0,0,0,0,0,300.0,300.0,1159.0,2280.0,300.0,4250.0,300.0,1159.0,2280.0,0,0,0.0014285714285714286,0.006816666666666666,0.01880952380952381,0.02023809523809524,5459.0,0,0.9966777408637874,0.7236718404980035,0.868478737395879,1.0
68,130000.0,1,0,0,0,2,0,0.0,0.0,0.0,10311.0,10161.0,7319.0,0.0,0.0,20161.0,0,0,0.0,0.03562948717948718,0.07931538461538462,0.07931538461538462,21218.0,0,0.0,0.45337203962474576,1.0,1.0
69,20000.0,2,0,0,0,0,0,18565.0,17204.0,17285.0,18085.0,11205.0,5982.0,0.0,1200.0,1000.0,0,0,0.92825,0.7360500000000001,0.6291500000000001,0.92825,1500.0,0,0.0,0.04074684184204016,0.08923790826343031,0.08923790826343031
70,80000.0,0,0,0,0,0,0,780.0,0.0,390.0,390.0,390.0,390.0,0.0,390.0,390.0,0,0,0.00975,0.004875,0.00975,0.00975,1170.0,0,0.0,0.8316283034953112,1.0,1.0
71,320000.0,2,2,2,2,2,2,58267.0,59246.0,60184.0,58622.0,62307.0,63526.0,2500.0,2500.0,0.0,1,0,0.182084375,0.18862083333333335,0.016434375,0.19851875,8800.0,0,0.04290519667742157,0.03844750359883083,0.08187912594033059,0.08187912594033059
72,200000.0,0,0,0,0,2,0,9076.0,5787.0,0.0,5247.0,3848.0,3151.0,5818.0,15.0,9102.0,0,0,0.04538,0.022590833333333334,0.04538,0.04538,4577.0,0,0.640960669824832,0.4852765357124817,0.9974084312370421,1.0
73,290000.0,1,0,0,0,0,0,0.0,0.0,3155.0,0.0,2359.0,0.0,0.0,3155.0,0.0,0,0,0.0,0.0031689655172413792,0.010879310344827586,0.010879310344827586,2359.0,0,0.0,0.3333333333333333,1.0,1.0
74,340000.0,0,0,0,0,0,0,3048.0,5550.0,23337.0,4291.0,80153.0,25820.0,5713.0,23453.0,4314.0,0,0,0.00896470588235294,0.06970539215686275,0.2267794117647059,0.23574411764705883,108517.0,1,1.0,0.5977773385074006,0.9219240153363542,1.0
75,20000.0,0,0,2,0,0,0,14619.0,17216.0,16642.0,16976.0,17332.0,18543.0,2850.0,0.0,610.0,0,0,0.73095,0.8443999999999999,0.19620000000000004,0.92715,2130.0,0,0.19493844049247605,0.059206607005540736,0.19493844049247605,0.19493844049247605
76,50000.0,0,0,0,0,0,0,42838.0,37225.0,36087.0,9636.0,9590.0,10030.0,1759.0,1779.0,320.0,0,0,0.85676,0.4846866666666667,0.66496,0.85676,2500.0,0,0.04106071570298093,0.05892597459416915,0.09539720107714778,0.10426441455531227
77,300000.0,0,0,0,0,0,0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,0,0,0.00097,0.00097,0.0,0.00097,873.0,0,0.9965753424657534,0.9965753424657534,0.0,0.9965753424657534
78,30000.0,0,0,0,0,0,0,28387.0,29612.0,30326.0,28004.0,26446.0,6411.0,1686.0,1400.0,560.0,1,0,0.9462333333333334,0.8270000000000001,0.7863,1.0,4765.0,0,0.05939129209525151,0.04983236598502976,0.10712372790573112,0.10712372790573112
79,240000.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
80,470000.0,0,0,0,0,0,0,165254.0,157784.0,162702.0,69923.0,29271.0,29889.0,6400.0,7566.0,3000.0,0,0,0.35160425531914896,0.2180223404255319,0.28932553191489363,0.35160425531914896,4960.0,0,0.03872802638346797,0.042229567376540676,0.08663882436504354,0.10036801605888257
81,360000.0,0,0,0,0,0,0,23411.0,27796.0,30400.0,33100.0,180000.0,196.0,4796.0,3400.0,3100.0,0,0,0.06503055555555555,0.13652916666666667,0.49945555555555554,0.5,150059.0,0,0.20485221254057748,0.40503779717931615,0.9989111171604602,1.0
82,60000.0,0,0,0,0,0,0,26324.0,27471.0,28108.0,21993.0,19899.0,19771.0,1576.0,1213.0,648.0,1,0,0.4387333333333333,0.39879444444444445,0.13894999999999996,0.46846666666666664,1908.0,0,0.0598670465337132,0.03654654254675319,0.0598670465337132,0.0598670465337132
83,400000.0,0,0,2,0,0,0,131595.0,139060.0,126819.0,104430.0,104990.0,94058.0,10700.0,3.0,3050.0,0,0,0.3289875,0.2920633333333333,0.11250500000000002,0.34765,9000.0,0,0.08130946229368674,0.0323925540915344,0.08128788902727847,0.08130946229368674
84,50000.0,0,0,0,0,0,0,48909.0,47863.0,21489.0,20414.0,19342.0,19482.0,1676.0,1302.0,700.0,0,0,0.97818,0.5916633333333333,0.59134,0.97818,2374.0,0,0.03426702105908812,0.03576161589253974,0.016689774640998245,0.04389184717985835
85,160000.0,0,0,0,0,0,0,130028.0,107808.0,71934.0,118418.0,118407.0,120418.0,4400.0,3547.0,80000.0,0,0,0.812675,0.6948052083333333,0.36308750000000006,0.812675,13800.0,0,0.03383860523421698,0.19710789362327755,0.9670992217718373,1.0
86,360000.0,0,0,2,0,0,0,390.0,1170.0,780.0,390.0,390.0,390.0,1170.0,0.0,0.0,1,0,0.0010833333333333333,0.001625,0.0021666666666666666,0.00325,1170.0,1,1.0,0.66538789428815,1.0,1.0
87,160000.0,0,0,0,0,0,0,3826.0,4751.0,6604.0,8604.0,7072.0,766.0,1147.0,2000.0,2000.0,0,0,0.0239125,0.032940625,0.0489875,0.053775,3069.0,0,0.2997125685915861,0.35528134395194444,1.0,1.0
88,130000.0,0,0,0,0,0,0,81313.0,117866.0,17740.0,1330.0,7095.0,1190.0,40000.0,5000.0,1330.0,0,0,0.6254846153846154,0.2904282051282051,0.8975076923076922,0.9066615384615384,10375.0,0,0.4919202105418501,0.4628347678321984,0.9575793054883894,1.0
89,20000.0,2,2,0,0,0,2,8583.0,8303.0,9651.0,10488.0,12314.0,11970.0,0.0,1651.0,1000.0,0,0,0.42915,0.5109083333333334,0.20055,0.6157,3500.0,0,0.0,0.10306734626536947,0.1988198458574181,0.1988198458574181
90,200000.0,2,2,2,2,2,2,138180.0,140774.0,142460.0,144098.0,147124.0,149531.0,6300.0,5500.0,5500.0,1,0,0.6909,0.7184724999999998,0.056755,0.747655,15500.0,0,0.04559237521801116,0.0381432398580233,0.012154716389131723,0.04559237521801116
91,280000.0,0,0,0,0,0,0,7524.0,0.0,3968.0,3868.0,0.0,0.0,0.0,3968.0,0.0,0,0,0.02687142857142857,0.009142857142857144,0.02687142857142857,0.02687142857142857,0.0,0,0.0,0.16666666666666666,1.0,1.0
92,100000.0,0,0,0,0,0,0,0.0,5555.0,0.0,0.0,0.0,0.0,7555.0,0.0,0.0,0,0,0.0,0.009258333333333334,0.05555,0.05555,0.0,1,1.0,0.16666666666666666,1.0,1.0
93,160000.0,0,0,0,0,0,0,880.0,1602.0,840.0,840.0,0.0,0.0,1602.0,840.0,840.0,0,0,0.0055,0.004335416666666667,0.0100125,0.0100125,7736.0,1,1.0,0.5871380677678025,1.0,1.0
94,60000.0,0,0,0,0,0,0,45648.0,46850.0,47214.0,19595.0,19209.0,19323.0,1937.0,1301.0,682.0,0,0,0.7608,0.5495527777777778,0.46675000000000005,0.7869,2341.0,0,0.04243247387675524,0.03425759657579452,0.028765953311738743,0.04321051542123784
95,90000.0,0,0,0,0,0,0,83725.0,85996.0,87653.0,35565.0,30942.0,30835.0,3621.0,3597.0,1179.0,0,0,0.9302777777777778,0.6568814814814815,0.6313111111111112,0.9739222222222222,3359.0,0,0.04324821441368273,0.033756208884005746,0.029797601777636455,0.04324821441368273
96,360000.0,0,0,0,0,0,0,3967.0,8322.0,3394.0,6451.0,26370.0,9956.0,8339.0,3394.0,12902.0,0,0,0.011019444444444445,0.02706481481481481,0.06382222222222222,0.07325,95978.0,1,1.0,0.734630942368537,1.0,1.0
97,150000.0,0,0,0,0,0,0,86009.0,86108.0,89006.0,89775.0,87725.0,40788.0,4031.0,10006.0,3266.0,0,0,0.5733933333333333,0.5326788888888888,0.32658000000000004,0.5985,6538.0,0,0.046866643413556563,0.04728861473549456,0.09684583726692247,0.11620155848982104
98,50000.0,0,0,0,0,0,0,18722.0,18160.0,16997.0,13150.0,8866.0,7899.0,1411.0,1194.0,379.0,0,0,0.37444,0.27931333333333336,0.21645999999999999,0.37444,799.0,0,0.07536185440367463,0.040984904227788714,0.05399465799275531,0.07536185440367463
99,20000.0,0,0,0,0,0,0,17973.0,19367.0,19559.0,18240.0,17928.0,150.0,1699.0,1460.0,626.0,1,0,0.89865,0.7768083333333333,0.97045,0.97795,1900.0,0,0.0945254256147769,0.051035940950455355,0.09593772271257059,0.09593772271257059
100,140000.0,0,0,0,0,0,0,672.0,10212.0,850.0,415.0,100.0,1430.0,10212.0,850.0,415.0,0,0,0.0048,0.016284523809523808,0.07222857142857143,0.07294285714285714,1530.0,1,1.0,0.4685455748963363,1.0,1.0
101,380000.0,0,0,0,0,0,0,0.0,0.0,32475.0,32891.0,33564.0,34056.0,223.0,33178.0,1171.0,0,0,0.0,0.05832719298245614,0.08962105263157895,0.08962105263157895,7447.0,1,1.0,0.3760838490391529,0.963942603768937,1.0
102,480000.0,0,0,0,2,2,0,422069.0,431342.0,479432.0,487066.0,471145.0,469961.0,16078.0,55693.0,17000.0,0,0,0.8793104166666666,0.9562322916666668,0.12068958333333335,1.0,42200.0,0,0.03809320728789063,0.04872755777280974,0.1291153444010915,0.1291153444010915
